termos de pesquisa orbit,,,,,,,,,,,,,,
Todo o período,,,,,,,,,,,,,,
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
orbit,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,6,53,"11,32%",BRL,"9,13","54,77",Pesquisa,0%,0,0
gestor estratégico,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
flowch,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
marketing de vendas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
rainbow sistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz rca,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
konclui,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planilhas para empresas excel grátis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organização de almoxarifado,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
otimizz ai,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot online grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plano de negócio empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot online,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de planejamento estratégico grátis,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
bunto erp,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestta tarefas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot google,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz swot online grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
baixar planilha para marmoraria grátis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot app,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
flexie,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
roadmap de implantação,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
eloca,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit gestão,Correspondência exata,Adicionado,[Rodrigo][Lead][Defesa da marca],Defesa da marca,67,174,"38,51%",BRL,"2,63","176,32",Pesquisa,"5,97%",4,"44,08"
matriz swot pessoal,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot watch,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como montar uma analise swot,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
v task,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gargalos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha matriz swot excel grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
obeya,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestor rocket,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilhas de vendas grátis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema origem,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer análise de mercado,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot para preencher,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
atomic group,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
pdv gratuito para pc,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot ferramenta,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tecemos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software de gestão de associações gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para lava jato grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sgi plus,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para moto peças grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
viabilidade de negocio,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise de swot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
zorzal gestão,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
kapane,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha empresarial,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
modelo de planejamento estrategico,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
igestpro,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de um restaurante,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão escritório de arquitetura,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
linsgeek,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
geolocalização para empresas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
rhqz gestao organizacional,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
revnu app,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot o que é,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
powerbizz,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de patrimônio gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestor de planejamento,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"5,99","5,99",Pesquisa,0%,0,0
swot ferramenta,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit spot,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
backlog inteligente,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de processos empresariais,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sci app,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
strategex,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
process hub,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
darkplanner,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software para oficina mecânica gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
p3rformar,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
swot ferramenta,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sabe sim,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
servtask,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de gestão de contratos excel grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
conta de instagram para vender,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,2,50%,BRL,"3,05","3,05",Pesquisa,0%,0,0
origembr,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fazer análise swot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema prover,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sisbra empresarial,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
invictus ia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de produção diária grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como criar um posicionamento de marca,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão da cadeia logística,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de causa raiz,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
otimizza ia,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],01- Gestão,0,4,0%,BRL,0,0,Pesquisa,0%,0,0
controle de ordem de serviço,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software para venda direta,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema assessor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
channel projetos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
comunify,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planejamento estratégico,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
oquesobra,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
belle software,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sap,Correspondência ampla,Excluído,[Rodrigo][Search][Leads][Maio],00- recomendação google,2,3,"66,67%",BRL,"1,73","3,46",Pesquisa,0%,0,0
modelos de gestão de projetos,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
pgp plataforma de gerenciamento de programas de provimento,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot pessoal teste online,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbitgestao,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
time is money,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
hub inteligencia e gestão,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
mapeamento de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
cawemo bpmn,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
livro de gestão,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fluxo processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão para vidraçaria,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"8,86","8,86",Pesquisa,0%,0,0
matriz fofa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
defina estratégia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
4c foresee,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
inexsis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para marmoraria,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestorv3,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de controle de estoque,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
hyper gestor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestao pratica,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
webgex,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
estrategia de vendas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
izzy plan,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilhas de rh gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer analise de mercado de uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
criação de processos organizacionais,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
bizagi app,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
webglass sistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
key objectives,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
bpms orquestra,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
provalore,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão ink,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],01- Gestão,0,4,0%,BRL,0,0,Pesquisa,0%,0,0
xmanager gerenciamento inteligente,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
wms tiny,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gob sistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
forças strengths,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
criar fluxograma de processos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema pdv não fiscal gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
id work,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como sair do operacional e ir para o estrategico,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão integrada,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestia,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como posso administrar uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz swot exemplos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot da empresa,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
assertiva,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot pessoal,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
otimiza pro,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha dinamica controle de estoque,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
time fence,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
modelo analise swot,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de controle de pedidos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de estoque entrada e saida,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
aris fluxograma,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
empresas simuladas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sap,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,18,0%,BRL,0,0,Pesquisa,0%,0,0
heflo bpm,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
zeonpaper,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
topdown sistemas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
app unobject,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer um plano de negocio,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sydle one,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
orbita software,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para despachante veicular,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
padronização de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de usinas solares,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão dev,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
nuubs,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plataforma de gerenciamento de programas de provimento,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,5,0%,BRL,0,0,Pesquisa,0%,0,0
plano de venda,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
